# X_0;X_1;X_2;X_3;X_4;R_0;R_1;R_2;R_3;S_0;S_1;S_2;S_3;G_0;G_1;G_2;G_3;I_0;I_1;I_2;I_3
4.09677;0.38275;28777.78456;590291.45494;241915862.81792;21.84013;327.27799;0.01800;1092.40804;11.55835;22.39756;0.00220;134.38538;-10.28179;-304.88043;-0.01580;-958.02267;0.00000;0.00000;0.00000;0.00000
4.64079;1.39630;36419.29127;602188.86566;240413107.55496;22.40655;399.87497;0.01800;1298.33350;15.57730;30.18543;0.00234;181.11258;-6.82925;-369.68954;-0.01566;-1117.22093;0.00000;0.00000;0.00000;0.00000
4.89169;0.61474;26451.13235;610281.88935;260208543.43979;22.49741;303.98171;0.01800;1052.53774;14.20806;27.53213;0.00276;165.19279;-8.28935;-276.44958;-0.01524;-887.34495;0.00000;0.00000;0.00000;0.00000
4.11869;0.54518;34267.91699;623427.21074;249464607.81136;23.14233;380.04336;0.01800;1251.40204;12.03406;23.31939;0.00205;139.91637;-11.10827;-356.72397;-0.01595;-1111.48567;0.00000;0.00000;0.00000;0.00000
5.14857;0.93048;24120.77825;623876.57279;254136317.55923;22.90674;280.09045;0.01800;981.37965;15.68559;30.39528;0.00309;182.37165;-7.22114;-249.69518;-0.01491;-799.00800;0.00000;0.00000;0.00000;0.00000
4.80139;1.01690;38649.37697;611152.49609;240153961.12927;22.76334;419.92984;0.01800;1358.66012;15.01275;29.09145;0.00230;174.54870;-7.75059;-390.83839;-0.01570;-1184.11143;0.00000;0.00000;0.00000;0.00000
5.46691;0.68170;32525.84495;622903.97534;236941728.16728;23.09144;363.63606;0.01800;1187.98839;15.86506;30.74304;0.00278;184.45826;-7.22638;-332.89302;-0.01522;-1003.53013;0.00000;0.00000;0.00000;0.00000
5.49132;0.62052;28499.29608;608011.00220;265031552.92762;22.46939;324.51887;0.01800;1114.42124;15.77018;30.55919;0.00297;183.35514;-6.69920;-293.95968;-0.01503;-931.06610;0.00000;0.00000;0.00000;0.00000
4.98363;1.31316;25808.56374;624948.24378;225062638.22795;23.00043;297.44972;0.01800;990.07311;16.24740;31.48394;0.00296;188.90364;-6.75303;-265.96578;-0.01504;-801.16947;0.00000;0.00000;0.00000;0.00000
4.02047;0.82219;32382.48182;633806.45066;249049406.78606;23.48152;362.27194;0.01800;1199.58675;12.49538;24.21333;0.00210;145.27995;-10.98615;-338.05861;-0.01590;-1054.30679;0.00000;0.00000;0.00000;0.00000
4.97701;0.73800;26671.01673;600124.79436;235440103.73342;22.14104;306.20718;0.01800;1026.81499;14.74627;28.57507;0.00281;171.45041;-7.39477;-277.63211;-0.01519;-855.36458;0.00000;0.00000;0.00000;0.00000
4.02762;0.72133;36624.17589;629364.44645;237956810.32704;23.39617;401.73880;0.01800;1300.76230;12.25357;23.74475;0.00196;142.46853;-11.14260;-377.99405;-0.01604;-1158.29377;0.00000;0.00000;0.00000;0.00000
4.39769;0.80275;29591.69235;645049.80050;215245570.35045;23.82240;335.29608;0.01800;1080.40836;13.41855;26.00223;0.00238;156.01340;-10.40385;-309.29384;-0.01562;-924.39497;0.00000;0.00000;0.00000;0.00000
4.14042;0.64180;25963.25010;588430.39744;246906492.78113;21.70453;299.02605;0.01800;1022.24071;12.33941;23.91109;0.00238;143.46656;-9.36513;-275.11496;-0.01562;-878.77415;0.00000;0.00000;0.00000;0.00000
5.24354;1.45569;32894.50578;612019.62996;253492269.54205;22.70555;367.13424;0.01800;1219.20066;17.28581;33.49614;0.00277;200.97686;-5.41974;-333.63810;-0.01523;-1018.22380;0.00000;0.00000;0.00000;0.00000
4.48598;0.91628;27100.99445;620168.54719;242576111.09449;22.86803;310.54466;0.01800;1047.64447;13.93928;27.01130;0.00256;162.06781;-8.92875;-283.53336;-0.01544;-885.57666;0.00000;0.00000;0.00000;0.00000
5.55108;0.84791;32314.01078;609260.60103;246895423.82269;22.59520;361.61967;0.01800;1194.96724;16.51110;31.99493;0.00286;191.96960;-6.08409;-329.62474;-0.01514;-1002.99763;0.00000;0.00000;0.00000;0.00000
4.48243;0.55989;33448.04722;640724.99716;252661005.75937;23.75192;372.36048;0.01800;1233.19297;13.01055;25.21163;0.00225;151.26977;-10.74136;-347.14885;-0.01575;-1081.92320;0.00000;0.00000;0.00000;0.00000
4.93091;0.79890;23258.92913;616793.48615;260387941.21057;22.62541;271.11317;0.01800;965.93944;14.78446;28.64907;0.00300;171.89443;-7.84095;-242.46410;-0.01500;-794.04501;0.00000;0.00000;0.00000;0.00000
5.48786;0.97893;22691.39267;594883.14355;235437267.12824;21.83117;265.15984;0.01800;918.56558;16.68606;32.33396;0.00339;194.00376;-5.14511;-232.82587;-0.01461;-724.56182;0.00000;0.00000;0.00000;0.00000
4.76673;0.56593;29843.19759;607252.54637;236881376.78451;22.47292;337.75997;0.01800;1114.94314;13.75968;26.66327;0.00253;159.97964;-8.71324;-311.09669;-0.01547;-954.96350;0.00000;0.00000;0.00000;0.00000
5.60341;0.29307;25554.52198;617623.89520;231838105.31696;22.73236;294.85557;0.01800;991.83577;15.21452;29.48243;0.00315;176.89458;-7.51785;-265.37314;-0.01485;-814.94119;0.00000;0.00000;0.00000;0.00000
4.19037;0.62648;35399.07766;588171.15673;229123364.23822;21.88248;390.52985;0.01800;1256.13282;12.42875;24.08422;0.00206;144.50531;-9.45373;-366.44564;-0.01594;-1111.62751;0.00000;0.00000;0.00000;0.00000
4.79938;0.80769;20168.66871;577041.23047;228582630.97046;21.10358;238.29623;0.01800;841.17356;14.46775;28.03536;0.00314;168.21216;-6.63583;-210.26087;-0.01486;-672.96139;0.00000;0.00000;0.00000;0.00000
4.99334;1.03494;34016.37079;619999.13194;234765849.71524;23.01397;377.69351;0.01800;1225.74557;15.55457;30.14138;0.00254;180.84830;-7.45940;-347.55212;-0.01546;-1044.89727;0.00000;0.00000;0.00000;0.00000
4.05525;0.87509;30816.14242;632995.01512;233711204.67960;23.41915;347.23025;0.01800;1137.34942;12.72161;24.65172;0.00217;147.91033;-10.69754;-322.57852;-0.01583;-989.43908;0.00000;0.00000;0.00000;0.00000
5.92477;1.15658;33311.92697;599929.59450;239179490.94174;22.27586;371.07823;0.01800;1212.23416;18.27177;35.40673;0.00304;212.44035;-4.00409;-335.67150;-0.01496;-999.79381;0.00000;0.00000;0.00000;0.00000
4.71496;0.14055;35612.40464;624072.13342;238740580.05645;23.18826;392.49277;0.01800;1274.24535;12.52853;24.27757;0.00223;145.66540;-10.65973;-368.21520;-0.01577;-1128.57995;0.00000;0.00000;0.00000;0.00000
4.86507;0.62383;30603.55035;570863.47864;246739685.31724;21.17724;345.16926;0.01800;1148.24337;14.16284;27.44451;0.00255;164.66708;-7.01439;-317.72475;-0.01545;-983.57628;0.00000;0.00000;0.00000;0.00000
5.54125;0.74331;31824.35497;591514.06653;236510166.75488;21.94539;356.94112;0.01800;1168.35547;16.21587;31.42283;0.00286;188.53701;-5.72952;-325.51829;-0.01514;-979.81846;0.00000;0.00000;0.00000;0.00000
4.52527;0.63747;25238.96244;598867.86032;230552383.39397;22.05594;291.62398;0.01800;981.60683;13.32125;25.81368;0.00262;154.88208;-8.73470;-265.81030;-0.01538;-826.72474;0.00000;0.00000;0.00000;0.00000
3.73016;1.03193;33588.26949;607166.55106;242993053.98099;22.54242;373.67938;0.01800;1224.63204;12.28748;23.81046;0.00195;142.86275;-10.25495;-349.86892;-0.01605;-1081.76929;0.00000;0.00000;0.00000;0.00000
4.62002;0.89062;29468.35205;615472.12804;255363002.74719;22.75966;334.08539;0.01800;1128.40382;14.21892;27.55318;0.00252;165.31907;-8.54074;-306.53221;-0.01548;-963.08475;0.00000;0.00000;0.00000;0.00000
6.01573;0.97369;31498.24970;619894.90161;245629265.64868;22.96260;353.81159;0.01800;1171.15785;18.03459;34.94712;0.00314;209.68275;-4.92801;-318.86446;-0.01486;-961.47510;0.00000;0.00000;0.00000;0.00000
5.54120;1.07306;30628.52337;594410.12714;249519524.17534;22.02714;345.41161;0.01800;1152.48083;17.06658;33.07133;0.00296;198.42798;-4.96055;-312.34028;-0.01504;-954.05285;0.00000;0.00000;0.00000;0.00000
5.20157;0.72846;23411.41794;591716.22194;235656257.65892;21.74431;272.70710;0.01800;938.43058;15.30107;29.65015;0.00313;177.90087;-6.44325;-243.05696;-0.01487;-760.52970;0.00000;0.00000;0.00000;0.00000
4.49477;1.27463;28553.28582;621076.32867;247105538.64710;22.93857;325.05439;0.01800;1092.94446;14.88660;28.84700;0.00255;173.08199;-8.05196;-296.20740;-0.01545;-919.86247;0.00000;0.00000;0.00000;0.00000
4.90690;0.38306;29394.12192;625679.15983;240289402.25086;23.12392;333.35600;0.01800;1107.09055;13.64953;26.44983;0.00259;158.69895;-9.47439;-306.90618;-0.01541;-948.39160;0.00000;0.00000;0.00000;0.00000
5.80150;0.65743;33551.96139;609351.37792;257602697.33696;22.62082;373.33807;0.01800;1242.34480;16.66577;32.29465;0.00290;193.76791;-5.95505;-341.04342;-0.01510;-1048.57689;0.00000;0.00000;0.00000;0.00000
4.62865;0.55914;28607.53389;600962.39766;245161902.23220;22.21926;325.59218;0.01800;1091.93216;13.38591;25.93899;0.00251;155.63391;-8.83335;-299.65320;-0.01549;-936.29824;0.00000;0.00000;0.00000;0.00000
5.92526;0.48800;23797.04237;638522.65585;248893927.13527;23.41194;276.72728;0.01800;965.86378;16.54793;32.06629;0.00348;192.39772;-6.86401;-244.66099;-0.01452;-773.46606;0.00000;0.00000;0.00000;0.00000
4.54748;0.89287;26905.90447;624317.90765;255853044.45750;23.01050;308.57901;0.01800;1059.33250;14.03757;27.20176;0.00260;163.21057;-8.97293;-281.37725;-0.01540;-896.12193;0.00000;0.00000;0.00000;0.00000
4.88007;0.36782;25889.11202;606011.72377;244804858.33916;22.32927;298.27086;0.01800;1017.53407;13.54098;26.23948;0.00274;157.43690;-8.78828;-272.03137;-0.01526;-860.09716;0.00000;0.00000;0.00000;0.00000
4.49811;0.98219;25081.25677;605461.48680;225692646.18662;22.28563;290.00511;0.01800;971.09677;14.14064;27.40149;0.00268;164.40893;-8.14499;-262.60362;-0.01532;-806.68784;0.00000;0.00000;0.00000;0.00000
5.03781;1.11192;29118.83925;592831.65209;264157722.83238;21.93890;330.64613;0.01800;1130.15431;15.86797;30.74867;0.00278;184.49203;-6.07093;-299.89746;-0.01522;-945.66228;0.00000;0.00000;0.00000;0.00000
4.37666;0.56325;32813.61859;628177.78604;252978867.18706;23.28718;366.36791;0.01800;1216.34338;12.74628;24.69953;0.00222;148.19717;-10.54090;-341.66838;-0.01578;-1068.14620;0.00000;0.00000;0.00000;0.00000
5.65392;0.39919;34298.71847;609221.58725;257971357.11049;22.62882;380.33065;0.01800;1263.12848;15.61867;30.26559;0.00276;181.59354;-7.01015;-350.06506;-0.01524;-1081.53494;0.00000;0.00000;0.00000;0.00000
4.67997;0.39832;29531.63414;628431.37548;260925698.43586;23.22583;334.70675;0.01800;1137.24534;13.10334;25.39142;0.00247;152.34853;-10.12249;-309.31533;-0.01553;-984.89681;0.00000;0.00000;0.00000;0.00000
5.00566;1.12423;39986.34736;619217.26842;246829151.19453;23.07440;431.70788;0.01800;1403.56996;15.81676;30.64945;0.00236;183.89667;-7.25764;-401.05843;-0.01564;-1219.67329;0.00000;0.00000;0.00000;0.00000
3.79218;0.78159;28900.59023;633123.95810;255700572.60466;23.37834;328.49216;0.01800;1113.39279;11.80154;22.86882;0.00209;137.21291;-11.57680;-305.62334;-0.01591;-976.17987;0.00000;0.00000;0.00000;0.00000
5.02176;0.82660;36062.99393;641962.13379;232904173.32435;23.84361;396.62346;0.01800;1279.03078;15.09033;29.24179;0.00245;175.45074;-8.75328;-367.38167;-0.01555;-1103.58004;0.00000;0.00000;0.00000;0.00000
5.50329;0.62269;32049.36802;627270.00516;252563509.44571;23.23938;359.09413;0.01800;1195.02410;15.80667;30.62989;0.00281;183.77931;-7.43271;-328.46425;-0.01519;-1011.24479;0.00000;0.00000;0.00000;0.00000
4.03056;0.50249;29980.82543;595078.12126;248654187.70717;22.03804;339.10549;0.01800;1133.75581;11.69649;22.66526;0.00214;135.99156;-10.34155;-316.44023;-0.01586;-997.76425;0.00000;0.00000;0.00000;0.00000
4.84451;0.58882;25506.45366;638303.76497;224799468.35087;23.46470;294.36397;0.01800;981.51886;14.01946;27.16667;0.00278;163.00000;-9.44524;-267.19730;-0.01522;-818.51886;0.00000;0.00000;0.00000;0.00000
5.32920;0.86632;30501.45552;659419.46472;255930078.90271;24.35931;344.17785;0.01800;1157.23009;15.98612;30.97762;0.00283;185.86574;-8.37319;-313.20023;-0.01517;-971.36435;0.00000;0.00000;0.00000;0.00000
5.05053;0.64564;33650.65187;600921.01184;225752123.72535;22.31748;374.26549;0.01800;1204.26045;14.69764;28.48083;0.00253;170.88498;-7.61985;-345.78466;-0.01547;-1033.37547;0.00000;0.00000;0.00000;0.00000
5.59879;1.13531;27268.91878;623391.58376;232072222.84118;22.98763;312.23347;0.01800;1038.76704;17.37578;33.67048;0.00318;202.02289;-5.61185;-278.56299;-0.01482;-836.74414;0.00000;0.00000;0.00000;0.00000
4.85235;0.51351;28711.37104;556104.47981;246315047.59752;20.60876;326.62072;0.01800;1096.23255;13.84538;26.82933;0.00261;160.97601;-6.76338;-299.79139;-0.01539;-935.25655;0.00000;0.00000;0.00000;0.00000
4.25800;0.68479;25471.88010;566992.57068;234653215.18518;20.92588;294.01024;0.01800;993.19125;12.75371;24.71392;0.00247;148.28350;-8.17217;-269.29632;-0.01553;-844.90775;0.00000;0.00000;0.00000;0.00000
4.49089;0.70568;33185.30904;576622.29375;239421172.99000;21.42970;369.88377;0.01800;1209.09951;13.40856;25.98288;0.00228;155.89730;-8.02114;-343.90089;-0.01572;-1053.20221;0.00000;0.00000;0.00000;0.00000
4.38818;0.53537;22751.37573;609875.49149;243497601.69709;22.36240;265.79061;0.01800;930.51435;12.70407;24.61773;0.00267;147.70637;-9.65833;-241.17288;-0.01533;-782.80798;0.00000;0.00000;0.00000;0.00000
4.58892;1.12406;30320.81824;606637.00039;269707038.93306;22.46104;342.42111;0.01800;1169.95127;14.74102;28.56489;0.00250;171.38936;-7.72002;-313.85621;-0.01550;-998.56190;0.00000;0.00000;0.00000;0.00000
4.49699;0.81037;27693.74329;594794.90759;246946579.60392;21.97648;316.49296;0.01800;1069.36144;13.69440;26.53678;0.00252;159.22066;-8.28208;-289.95619;-0.01548;-910.14078;0.00000;0.00000;0.00000;0.00000
6.06889;0.85832;30937.70519;629101.94215;252266087.90205;23.28196;348.40665;0.01800;1164.40617;17.87407;34.63606;0.00318;207.81638;-5.40790;-313.77059;-0.01482;-956.58979;0.00000;0.00000;0.00000;0.00000
4.31738;0.77789;23083.63628;644938.77489;233032214.29766;23.60956;269.27792;0.01800;926.15614;13.14716;25.47635;0.00265;152.85808;-10.46239;-243.80158;-0.01535;-773.29806;0.00000;0.00000;0.00000;0.00000
4.59468;0.49228;33062.26433;621145.06369;248619085.33262;23.03815;368.72145;0.01800;1217.52602;13.12571;25.43478;0.00231;152.60868;-9.91244;-343.28667;-0.01569;-1064.91733;0.00000;0.00000;0.00000;0.00000
4.66454;1.09400;17847.79286;578715.01131;225775483.71357;21.04845;213.00414;0.01800;774.45258;14.85860;28.79274;0.00330;172.75642;-6.18985;-184.21140;-0.01470;-601.69616;0.00000;0.00000;0.00000;0.00000
5.23126;0.66615;31723.24874;613372.80536;253391960.94996;22.73216;355.97201;0.01800;1187.21408;15.21688;29.48700;0.00270;176.92202;-7.51529;-326.48500;-0.01530;-1010.29205;0.00000;0.00000;0.00000;0.00000
4.61854;0.93355;31270.19791;635182.41813;250786466.07714;23.50772;351.61654;0.01800;1171.55606;14.32587;27.76042;0.00245;166.56250;-9.18185;-323.85612;-0.01555;-1004.99356;0.00000;0.00000;0.00000;0.00000
4.45706;1.22796;23682.90876;605949.75760;230951307.86150;22.25743;275.53902;0.01800;939.79279;14.66888;28.42511;0.00277;170.55066;-7.58854;-247.11391;-0.01523;-769.24213;0.00000;0.00000;0.00000;0.00000
5.27689;1.03492;22495.75674;591029.59267;238392514.00254;21.68799;263.09998;0.01800;917.02700;16.28618;31.55908;0.00329;189.35448;-5.40180;-231.54090;-0.01471;-727.67252;0.00000;0.00000;0.00000;0.00000
4.16703;2.59942;34995.04939;628063.50697;250049573.29211;23.32256;386.79939;0.01800;1271.92880;17.45927;33.83227;0.00234;202.99359;-5.86329;-352.96712;-0.01566;-1068.93520;0.00000;0.00000;0.00000;0.00000
4.97334;0.36434;29359.66836;618826.63278;246862263.52959;22.87746;333.01727;0.01800;1114.56668;13.77265;26.68840;0.00262;160.13037;-9.10481;-306.32887;-0.01538;-954.43630;0.00000;0.00000;0.00000;0.00000
5.29586;0.55954;22987.56832;613262.44403;243770881.87909;22.49073;268.27079;0.01800;937.28859;15.10851;29.27701;0.00319;175.66206;-7.38222;-238.99378;-0.01481;-761.62653;0.00000;0.00000;0.00000;0.00000
4.64629;0.29533;27049.15139;642655.91471;217400953.57077;23.66758;310.02269;0.01800;1014.01014;12.75070;24.70809;0.00255;148.24853;-10.91688;-285.31460;-0.01545;-865.76161;0.00000;0.00000;0.00000;0.00000
5.20045;0.38127;31214.22987;608969.75086;235579896.89151;22.56339;351.07702;0.01800;1150.56932;14.40235;27.90862;0.00266;167.45171;-8.16104;-323.16840;-0.01534;-983.11761;0.00000;0.00000;0.00000;0.00000
5.88712;0.54765;26157.79067;627469.31546;240320354.45785;23.10072;301.00503;0.01800;1019.10196;16.60344;32.17386;0.00331;193.04315;-6.49728;-268.83117;-0.01469;-826.05881;0.00000;0.00000;0.00000;0.00000
4.90511;1.50153;30854.73492;581608.09325;233833383.18998;21.56981;347.60388;0.01800;1138.55552;16.53084;32.03318;0.00270;192.19910;-5.03897;-315.57070;-0.01530;-946.35642;0.00000;0.00000;0.00000;0.00000
5.80676;0.67008;28140.26638;625587.82030;253441012.01410;23.08938;320.95001;0.01800;1089.81974;16.71199;32.38420;0.00317;194.30520;-6.37739;-288.56581;-0.01483;-895.51454;0.00000;0.00000;0.00000;0.00000
7.14997;0.84380;35189.80256;584254.06073;251591496.72317;21.73713;388.59967;0.01800;1279.19975;20.62607;39.96885;0.00349;239.81310;-1.11106;-348.63082;-0.01451;-1039.38664;0.00000;0.00000;0.00000;0.00000
5.29416;0.73034;30522.57824;606751.60760;247281251.89268;22.46939;344.38305;0.01800;1146.73413;15.54482;30.12249;0.00279;180.73492;-6.92457;-314.26057;-0.01521;-965.99921;0.00000;0.00000;0.00000;0.00000
5.07674;0.42402;25936.03831;580336.04831;239216576.30427;21.41479;298.74893;0.01800;1011.65746;14.19345;27.50382;0.00286;165.02293;-7.22134;-271.24511;-0.01514;-846.63453;0.00000;0.00000;0.00000;0.00000
5.70458;0.65883;34352.61553;576696.02572;246951497.18144;21.45032;380.83312;0.01800;1250.48906;16.41931;31.81706;0.00282;190.90239;-5.03101;-349.01606;-0.01518;-1059.58667;0.00000;0.00000;0.00000;0.00000
4.93981;1.26238;25225.77301;589009.65967;248787611.53455;21.70462;291.48869;0.01800;1004.58917;16.00332;31.01096;0.00296;186.06574;-5.70130;-260.47773;-0.01504;-818.52343;0.00000;0.00000;0.00000;0.00000
6.01116;0.71123;33724.05005;607087.98786;241533222.92206;22.54191;374.95458;0.01800;1226.45669;17.34559;33.61198;0.00300;201.67191;-5.19632;-341.34259;-0.01500;-1024.78478;0.00000;0.00000;0.00000;0.00000
