# X_0;X_1;X_2;X_3;X_4;R_0;R_1;R_2;R_3;S_0;S_1;S_2;S_3;G_0;G_1;G_2;G_3;I_0;I_1;I_2;I_3
5.33474;0.66274;41181.91289;584937.90714;255183286.66106;21.83654;442.08455;0.01800;1446.78264;15.47511;29.98740;0.00241;179.92440;-6.36143;-412.09715;-0.01559;-1266.85823;0.00000;0.00000;0.00000;0.00000
5.64810;1.37515;28371.22311;558539.33572;248886835.91697;20.68963;323.24731;0.01800;1090.27242;18.12187;35.11626;0.00318;210.69753;-2.56776;-288.13105;-0.01482;-879.57489;0.00000;0.00000;0.00000;0.00000
5.01536;0.99066;33908.06020;591981.13612;238452801.84805;21.99792;376.67971;0.01800;1227.51882;15.49714;30.03009;0.00255;180.18056;-6.50078;-346.64961;-0.01545;-1047.33827;0.00000;0.00000;0.00000;0.00000
6.35211;0.62208;34085.76692;632429.89755;251063207.77308;23.46447;378.34243;0.01800;1248.49377;17.99528;34.87094;0.00313;209.22561;-5.46920;-343.47150;-0.01487;-1039.26816;0.00000;0.00000;0.00000;0.00000
5.46268;0.43886;25532.68694;590219.63511;249518672.28038;21.75646;294.63229;0.01800;1013.87299;15.22755;29.50768;0.00310;177.04609;-6.52891;-265.12461;-0.01490;-836.82690;0.00000;0.00000;0.00000;0.00000
5.36527;0.69860;35976.81568;615054.31803;232944261.87473;22.86707;395.83505;0.01800;1276.73804;15.64641;30.31935;0.00260;181.91609;-7.22066;-365.51571;-0.01540;-1094.82195;0.00000;0.00000;0.00000;0.00000
6.42944;0.53176;28396.67028;563648.34461;245376465.01152;20.87406;323.50009;0.01800;1086.47131;17.96179;34.80604;0.00346;208.83624;-2.91227;-288.69405;-0.01454;-877.63506;0.00000;0.00000;0.00000;0.00000
5.04022;1.56346;24979.49843;606493.91313;232857937.10485;22.31917;288.95919;0.01800;977.50052;17.03928;33.01843;0.00308;198.11058;-5.27989;-255.94076;-0.01492;-779.38994;0.00000;0.00000;0.00000;0.00000
5.58233;1.13365;22018.73770;643742.46361;256229425.50511;23.52176;258.06094;0.01800;926.88333;17.32904;33.57991;0.00353;201.47944;-6.19273;-224.48104;-0.01447;-725.40390;0.00000;0.00000;0.00000;0.00000
5.03192;0.77540;30558.60616;587317.20280;255384035.90354;21.77010;344.73296;0.01800;1158.08565;14.98443;29.03657;0.00266;174.21943;-6.78567;-315.69638;-0.01534;-983.86622;0.00000;0.00000;0.00000;0.00000
4.24525;0.60270;31340.18157;618262.74596;258107177.58964;22.90060;352.29072;0.01800;1182.83013;12.50901;24.23974;0.00221;145.43846;-10.39159;-328.05097;-0.01579;-1037.39166;0.00000;0.00000;0.00000;0.00000
5.69109;0.35385;34826.71564;610399.65049;242057146.48255;22.68015;385.24018;0.01800;1257.11981;15.59758;30.22472;0.00275;181.34832;-7.08258;-355.01546;-0.01525;-1075.77150;0.00000;0.00000;0.00000;0.00000
4.55251;0.55173;30189.84751;631878.86699;244656115.81778;23.36489;341.14529;0.01800;1134.32368;13.17032;25.52122;0.00240;153.12733;-10.19457;-315.62407;-0.01560;-981.19636;0.00000;0.00000;0.00000;0.00000
5.54273;0.74581;30698.83606;580624.36475;245668591.32075;21.53138;346.09359;0.01800;1149.46414;16.22613;31.44272;0.00291;188.65630;-5.30525;-314.65087;-0.01509;-960.80783;0.00000;0.00000;0.00000;0.00000
5.79248;0.83939;27369.64940;609110.26268;249075358.32210;22.48045;313.24512;0.01800;1063.27092;17.11200;33.15934;0.00323;198.95605;-5.36845;-280.08578;-0.01477;-864.31487;0.00000;0.00000;0.00000;0.00000
5.23032;0.70094;23035.07481;671274.61813;240581998.16124;24.53111;268.76894;0.01800;934.49899;15.30423;29.65627;0.00317;177.93762;-9.22688;-239.11267;-0.01483;-756.56137;0.00000;0.00000;0.00000;0.00000
4.90297;0.87246;27499.66231;636453.74810;254381687.38231;23.45979;314.54931;0.01800;1073.59937;14.90216;28.87714;0.00275;173.26286;-8.55764;-285.67217;-0.01525;-900.33652;0.00000;0.00000;0.00000;0.00000
4.83635;0.34629;35006.21106;629796.45737;243177980.50556;23.38546;386.90267;0.01800;1263.43676;13.37261;25.91320;0.00233;155.47923;-10.01285;-360.98947;-0.01567;-1107.95753;0.00000;0.00000;0.00000;0.00000
5.36600;1.09610;34803.97569;619157.66234;241524609.84038;22.99698;385.02933;0.01800;1255.81964;16.67394;32.31047;0.00270;193.86280;-6.32305;-352.71886;-0.01530;-1061.95684;0.00000;0.00000;0.00000;0.00000
3.65976;0.96595;28526.03319;647330.04193;244320908.03656;23.87610;324.78411;0.01800;1088.63886;11.93557;23.12855;0.00207;138.77131;-11.94052;-301.65556;-0.01593;-949.86756;0.00000;0.00000;0.00000;0.00000
4.97647;1.43556;30556.91820;646077.03194;244386672.58490;23.88264;344.71657;0.01800;1143.96312;16.54476;32.06015;0.00273;192.36090;-7.33788;-312.65642;-0.01527;-951.60222;0.00000;0.00000;0.00000;0.00000
5.38439;0.80074;33196.30489;641745.01706;261009479.01912;23.78378;369.98757;0.01800;1237.03163;15.95930;30.92566;0.00273;185.55395;-7.82448;-339.06191;-0.01527;-1051.47768;0.00000;0.00000;0.00000;0.00000
5.15122;0.63205;30615.27305;633523.52329;229879700.34178;23.43363;345.28303;0.01800;1126.98144;14.92240;28.91637;0.00270;173.49819;-8.51123;-316.36667;-0.01530;-953.48325;0.00000;0.00000;0.00000;0.00000
5.60540;0.63997;28738.55353;569937.31353;220410687.72257;21.10748;326.88979;0.01800;1063.81434;16.11473;31.22685;0.00302;187.36108;-4.99275;-295.66295;-0.01498;-876.45326;0.00000;0.00000;0.00000;0.00000
5.88855;0.46860;26483.02803;557923.09902;235381408.95217;20.62621;304.30484;0.01800;1021.62657;16.40316;31.78576;0.00328;190.71456;-4.22305;-272.51908;-0.01472;-830.91200;0.00000;0.00000;0.00000;0.00000
5.36857;0.58981;34367.22184;595044.66189;245383797.65844;22.11628;380.96924;0.01800;1248.87970;15.37422;29.79190;0.00264;178.75137;-6.74207;-351.17735;-0.01536;-1070.12832;0.00000;0.00000;0.00000;0.00000
4.49443;0.94145;27469.78716;612657.09477;235332052.76198;22.60981;314.24978;0.01800;1048.40324;14.02601;27.17937;0.00255;163.07621;-8.58379;-287.07041;-0.01545;-885.32703;0.00000;0.00000;0.00000;0.00000
5.52302;0.65656;33037.82999;618650.68438;261783246.21120;22.94764;368.49045;0.01800;1233.71153;15.94498;30.89791;0.00278;185.38744;-7.00266;-337.59254;-0.01522;-1048.32409;0.00000;0.00000;0.00000;0.00000
5.55506;0.76532;17662.62975;596721.89852;245409740.14281;21.66062;210.96244;0.01800;794.54800;16.30829;31.60192;0.00385;189.61151;-5.35234;-179.36052;-0.01415;-604.93648;0.00000;0.00000;0.00000;0.00000
4.58989;0.98420;28372.94429;565007.98772;247690069.15451;20.92249;323.26441;0.01800;1088.78737;14.38266;27.87046;0.00256;167.22278;-6.53984;-295.39395;-0.01544;-921.56460;0.00000;0.00000;0.00000;0.00000
5.36672;0.53902;27191.50865;652971.13076;248199467.01177;24.03870;311.45532;0.01800;1057.30435;15.23840;29.52870;0.00296;177.17220;-8.80030;-281.92662;-0.01504;-880.13216;0.00000;0.00000;0.00000;0.00000
5.80974;0.53109;26669.15481;586930.39984;227551300.27272;21.66950;306.18836;0.01800;1016.66668;16.36103;31.70413;0.00323;190.22476;-5.30847;-274.48423;-0.01477;-826.44192;0.00000;0.00000;0.00000;0.00000
5.41762;0.50424;25729.20139;631600.87089;241191343.51091;23.23418;296.64002;0.01800;1008.55920;15.28001;29.60933;0.00307;177.65599;-7.95417;-267.03069;-0.01493;-830.90321;0.00000;0.00000;0.00000;0.00000
4.20851;0.81121;32088.38874;650898.09090;254481242.19123;24.09031;359.46697;0.01800;1198.54016;12.95224;25.09864;0.00220;150.59182;-11.13807;-334.36833;-0.01580;-1047.94834;0.00000;0.00000;0.00000;0.00000
6.23405;0.98094;26766.63112;590698.42279;230582870.18478;21.80673;307.17335;0.01800;1023.19844;18.61662;36.07496;0.00353;216.44978;-3.19011;-271.09839;-0.01447;-806.74866;0.00000;0.00000;0.00000;0.00000
6.24853;0.54533;34161.65170;635121.91526;251729115.88667;23.56309;379.05146;0.01800;1251.41019;17.53001;33.96935;0.00307;203.81607;-6.03309;-345.08212;-0.01493;-1047.59412;0.00000;0.00000;0.00000;0.00000
6.25292;0.91879;30704.23060;570044.08350;227663232.82755;21.14948;346.14589;0.01800;1126.56401;18.50493;35.85854;0.00329;215.15124;-2.64455;-310.28735;-0.01471;-911.41277;0.00000;0.00000;0.00000;0.00000
5.05977;0.69226;24049.29417;610118.42463;248637063.74956;22.41751;279.34876;0.01800;972.39624;14.84178;28.76015;0.00300;172.56089;-7.57573;-250.58861;-0.01500;-799.83535;0.00000;0.00000;0.00000;0.00000
4.65553;0.79121;34477.31227;643874.53747;236461752.71777;23.88498;381.99450;0.01800;1240.45394;14.05406;27.23372;0.00233;163.40234;-9.83091;-354.76077;-0.01567;-1077.05160;0.00000;0.00000;0.00000;0.00000
4.82104;0.76179;37906.83598;590728.09119;229264578.44072;22.00973;413.30905;0.01800;1324.52460;14.40521;27.91416;0.00229;167.48499;-7.60452;-385.39489;-0.01571;-1157.03961;0.00000;0.00000;0.00000;0.00000
5.93987;0.48372;26033.93793;612457.36210;252290091.23356;22.56298;299.74558;0.01800;1031.05443;16.57458;32.11794;0.00333;192.70761;-5.98840;-267.62764;-0.01467;-838.34682;0.00000;0.00000;0.00000;0.00000
4.45747;0.45190;27674.31934;608552.34966;255373309.30779;22.46837;316.29861;0.01800;1079.61932;12.66750;24.54687;0.00244;147.28121;-9.80086;-291.75174;-0.01556;-932.33811;0.00000;0.00000;0.00000;0.00000
6.40956;1.14846;22786.61835;666424.20586;234639380.03551;24.35017;266.16104;0.01800;920.13443;19.50172;37.79009;0.00396;226.74056;-4.84845;-228.37095;-0.01404;-693.39386;0.00000;0.00000;0.00000;0.00000
5.47976;0.46495;33442.24387;614870.58263;228248730.65742;22.81843;372.30585;0.01800;1201.78741;15.33893;29.72352;0.00272;178.34113;-7.47950;-342.58233;-0.01528;-1023.44628;0.00000;0.00000;0.00000;0.00000
6.11979;1.64036;27463.71953;637386.91141;247409255.78625;23.49203;314.18894;0.01800;1063.69702;20.02326;38.80073;0.00353;232.80439;-3.46877;-275.38820;-0.01447;-830.89262;0.00000;0.00000;0.00000;0.00000
4.58521;1.20570;28422.90658;627266.13054;243348951.89961;23.15668;323.76065;0.01800;1084.58972;14.94208;28.95451;0.00259;173.72709;-8.21459;-294.80613;-0.01541;-910.86263;0.00000;0.00000;0.00000;0.00000
4.37190;0.62763;31769.68873;618253.41758;235347832.73719;22.90896;356.41727;0.01800;1165.38076;12.90015;24.99768;0.00226;149.98608;-10.00881;-331.41959;-0.01574;-1015.39468;0.00000;0.00000;0.00000;0.00000
5.63141;1.26599;29940.20269;589597.38830;249394475.68006;21.83992;338.70854;0.01800;1133.59844;17.79714;34.48699;0.00307;206.92197;-4.04278;-304.22155;-0.01493;-926.67647;0.00000;0.00000;0.00000;0.00000
6.06134;0.65933;22880.84632;620943.69022;243859735.87056;22.75738;267.15085;0.01800;934.49948;17.34113;33.60334;0.00366;201.62002;-5.41625;-233.54751;-0.01434;-732.87946;0.00000;0.00000;0.00000;0.00000
5.61981;1.35614;30760.94440;626882.23203;245698216.17178;23.19834;346.69557;0.01800;1151.19140;17.99982;34.87973;0.00304;209.27840;-5.19852;-311.81584;-0.01496;-941.91301;0.00000;0.00000;0.00000;0.00000
5.20644;0.78380;25627.46708;617112.31043;245826187.70633;22.71642;295.60113;0.01800;1011.72462;15.45642;29.95119;0.00301;179.70713;-7.26000;-265.64994;-0.01499;-832.01749;0.00000;0.00000;0.00000;0.00000
5.48385;0.52499;23317.94427;639046.54484;259762333.75437;23.41182;271.73033;0.01800;966.74387;15.50442;30.04420;0.00327;180.26518;-7.90741;-241.68613;-0.01473;-786.47870;0.00000;0.00000;0.00000;0.00000
6.20040;0.50993;29759.43301;569165.56393;244163183.74518;21.10009;336.94008;0.01800;1121.98545;17.31446;33.55166;0.00326;201.30995;-3.78563;-303.38842;-0.01474;-920.67550;0.00000;0.00000;0.00000;0.00000
3.77092;0.66044;37247.33966;600872.04555;231650688.11967;22.37032;407.38118;0.01800;1309.64052;11.43411;22.15682;0.00182;132.94091;-10.93621;-385.22437;-0.01618;-1176.69961;0.00000;0.00000;0.00000;0.00000
5.31942;0.67877;29234.85199;617844.98873;245163637.04480;22.83933;331.78910;0.01800;1108.99743;15.47695;29.99097;0.00286;179.94582;-7.36238;-301.79813;-0.01514;-929.05161;0.00000;0.00000;0.00000;0.00000
5.88640;1.04544;24960.38785;613728.43517;253338606.63536;22.57543;288.76264;0.01800;1003.19597;17.88600;34.65918;0.00347;207.95506;-4.68943;-254.10347;-0.01453;-795.24090;0.00000;0.00000;0.00000;0.00000
5.71422;0.84173;27661.12657;649326.22398;247114097.34859;23.92297;316.16659;0.01800;1068.68869;16.91613;32.77979;0.00317;196.67875;-7.00684;-283.38680;-0.01483;-872.00993;0.00000;0.00000;0.00000;0.00000
5.32638;0.53012;30399.65745;587133.72328;235202649.87562;21.76038;343.18825;0.01800;1127.93007;15.11136;29.28253;0.00278;175.69515;-6.64902;-313.90573;-0.01522;-952.23492;0.00000;0.00000;0.00000;0.00000
4.75107;1.07377;31584.99730;605881.19830;250867670.19523;22.45939;354.64514;0.01800;1180.22254;15.02966;29.12421;0.00252;174.74525;-7.42973;-325.52094;-0.01548;-1005.47729;0.00000;0.00000;0.00000;0.00000
5.13434;0.73949;28592.86292;628284.26982;244469283.28369;23.19743;325.44677;0.01800;1090.64655;15.15606;29.36915;0.00280;176.21490;-8.04137;-296.07762;-0.01520;-914.43166;0.00000;0.00000;0.00000;0.00000
5.61677;0.87017;32468.33345;572182.18321;241084940.98149;21.25724;363.08908;0.01800;1191.72739;16.73803;32.43466;0.00288;194.60796;-4.51921;-330.65442;-0.01512;-997.11943;0.00000;0.00000;0.00000;0.00000
6.18215;0.55069;33423.24228;598284.17940;241019420.36687;22.21821;372.12696;0.01800;1217.61705;17.37253;33.66419;0.00307;201.98513;-4.84568;-338.46277;-0.01493;-1015.63192;0.00000;0.00000;0.00000;0.00000
4.29685;1.27531;30795.20348;617404.38157;237859142.70886;22.85836;347.02746;0.01800;1142.08924;14.37768;27.86082;0.00236;167.16494;-8.48068;-319.16664;-0.01564;-974.92430;0.00000;0.00000;0.00000;0.00000
5.39893;0.91461;30722.15851;632099.17523;231991135.92484;23.38488;346.31969;0.01800;1132.59137;16.29063;31.56770;0.00286;189.40618;-7.09426;-314.75199;-0.01514;-943.18518;0.00000;0.00000;0.00000;0.00000
4.52843;0.55361;31719.51268;604710.15130;235787239.02992;22.41975;355.93618;0.01800;1164.57841;13.11303;25.41021;0.00233;152.46125;-9.30672;-330.52597;-0.01567;-1012.11716;0.00000;0.00000;0.00000;0.00000
4.99083;0.87421;26546.59522;619644.39913;219614671.34686;22.83374;304.94851;0.01800;1003.17417;15.13338;29.32520;0.00285;175.95118;-7.70037;-275.62331;-0.01515;-827.22299;0.00000;0.00000;0.00000;0.00000
5.02068;0.95902;23856.19419;612794.43715;236093837.56017;22.50558;277.34259;0.01800;951.08859;15.42924;29.89852;0.00304;179.39111;-7.07634;-247.44407;-0.01496;-771.69749;0.00000;0.00000;0.00000;0.00000
5.72792;0.63698;32240.44901;599828.37799;244569382.74432;22.25328;360.91838;0.01800;1189.98902;16.42314;31.82448;0.00291;190.94687;-5.83014;-329.09390;-0.01509;-999.04215;0.00000;0.00000;0.00000;0.00000
4.36892;0.53668;27800.55335;607284.80809;231814161.09681;22.42622;317.56097;0.01800;1052.89718;12.65776;24.52798;0.00240;147.16791;-9.76847;-293.03299;-0.01560;-905.72927;0.00000;0.00000;0.00000;0.00000
4.33308;0.46950;35828.08714;623947.86571;243315448.37599;23.18723;394.47260;0.01800;1285.96774;12.39194;24.01290;0.00209;144.07737;-10.79528;-370.45971;-0.01591;-1141.89037;0.00000;0.00000;0.00000;0.00000
4.72810;0.79151;33691.62623;605946.14460;250155095.07011;22.50004;374.65024;0.01800;1236.61076;14.24209;27.59808;0.00239;165.58850;-8.25795;-347.05216;-0.01561;-1071.02225;0.00000;0.00000;0.00000;0.00000
4.17343;0.55269;23055.78520;596013.80811;242318447.48123;21.88414;268.98604;0.01800;937.28497;12.19466;23.63060;0.00253;141.78358;-9.68948;-245.35544;-0.01547;-795.50139;0.00000;0.00000;0.00000;0.00000
5.68716;0.73638;30970.21368;579722.55336;238317651.14027;21.50389;348.72099;0.01800;1147.43641;16.57445;32.11769;0.00297;192.70612;-4.92944;-316.60330;-0.01503;-954.73028;0.00000;0.00000;0.00000;0.00000
6.22855;0.89479;25591.29266;592345.32534;239585202.99680;21.83388;295.23146;0.01800;1002.75222;18.38014;35.61671;0.00359;213.70029;-3.45374;-259.61475;-0.01441;-789.05193;0.00000;0.00000;0.00000;0.00000
5.00551;1.65583;28131.74333;621101.71636;253298391.88803;22.92880;320.86513;0.01800;1089.40536;17.18804;33.30669;0.00290;199.84016;-5.74076;-287.55844;-0.01510;-889.56520;0.00000;0.00000;0.00000;0.00000
5.39156;1.27956;34580.89023;593843.92835;263949001.58685;22.07609;382.95796;0.01800;1278.45494;17.21328;33.35560;0.00275;200.13359;-4.86281;-349.60236;-0.01525;-1078.32134;0.00000;0.00000;0.00000;0.00000
4.24514;0.53446;26983.13877;587747.65578;238104511.82299;21.70667;309.35766;0.01800;1038.71515;12.33265;23.89800;0.00237;143.38799;-9.37402;-285.45966;-0.01563;-895.32716;0.00000;0.00000;0.00000;0.00000
4.56111;0.42140;25290.94835;584135.06218;231532646.02418;21.53278;292.15706;0.01800;984.27558;12.85622;24.91256;0.00261;149.47534;-8.67656;-267.24451;-0.01539;-834.80025;0.00000;0.00000;0.00000;0.00000
5.99851;0.86172;30447.81243;574709.24684;230023687.44571;21.31319;343.65651;0.01800;1122.61082;17.70124;34.30116;0.00317;205.80695;-3.61195;-309.35535;-0.01483;-916.80387;0.00000;0.00000;0.00000;0.00000
5.61175;0.59022;29786.67363;593518.81553;260023966.39663;21.97788;337.20679;0.01800;1143.02820;16.00273;31.00982;0.00297;186.05891;-5.97515;-306.19697;-0.01503;-956.96928;0.00000;0.00000;0.00000;0.00000
4.99462;0.91332;36534.35509;650363.83534;230366340.43069;24.15566;400.92224;0.01800;1288.60337;15.24409;29.53973;0.00244;177.23836;-8.91157;-371.38251;-0.01556;-1111.36501;0.00000;0.00000;0.00000;0.00000
4.22661;0.57464;33876.84604;622163.48852;237435697.03780;23.08975;376.38731;0.01800;1225.36790;12.38850;24.00622;0.00211;144.03735;-10.70125;-352.38109;-0.01589;-1081.33056;0.00000;0.00000;0.00000;0.00000
5.24422;0.63143;26023.93306;632826.55076;239453803.28017;23.28697;299.64377;0.01800;1014.35185;15.16076;29.37826;0.00298;176.26955;-8.12621;-270.26551;-0.01502;-838.08230;0.00000;0.00000;0.00000;0.00000
5.34432;1.18683;27259.41333;645482.29910;242663512.63670;23.77438;312.13795;0.01800;1052.06534;16.85212;32.65574;0.00305;195.93446;-6.92226;-279.48221;-0.01495;-856.13088;0.00000;0.00000;0.00000;0.00000
3.96707;0.49692;34043.30529;635687.29412;237345225.38184;23.58135;377.94543;0.01800;1229.77979;11.51829;22.31995;0.00197;133.91971;-12.06305;-355.62548;-0.01603;-1095.86009;0.00000;0.00000;0.00000;0.00000
5.82709;0.77266;24789.92627;621844.94897;254842369.96627;22.85771;287.00784;0.01800;1000.48423;17.02912;32.99873;0.00340;197.99240;-5.82859;-254.00910;-0.01460;-802.49182;0.00000;0.00000;0.00000;0.00000
4.66199;0.43607;38259.80574;576726.82915;243569518.18080;21.50356;416.46334;0.01800;1352.43570;13.15436;25.49028;0.00217;152.94171;-8.34920;-390.97305;-0.01583;-1199.49399;0.00000;0.00000;0.00000;0.00000
5.29794;0.59020;33197.46478;576350.24529;235564162.72383;21.42003;369.99852;0.01800;1204.49317;15.19298;29.44069;0.00266;176.64412;-6.22706;-340.55783;-0.01534;-1027.84905;0.00000;0.00000;0.00000;0.00000
5.47351;1.01356;25294.48937;623091.26582;238626147.03847;22.91834;292.19336;0.01800;993.45158;16.73839;32.43537;0.00321;194.61222;-6.17994;-259.75799;-0.01479;-798.83936;0.00000;0.00000;0.00000;0.00000
6.19687;0.32583;23619.03825;627302.41496;241340760.01882;23.00956;274.87347;0.01800;951.35401;16.83031;32.61349;0.00362;195.68093;-6.17925;-242.25998;-0.01438;-755.67308;0.00000;0.00000;0.00000;0.00000
