# X_0;X_1;X_2;X_3;X_4;R_0;R_1;R_2;R_3;S_0;S_1;S_2;S_3;G_0;G_1;G_2;G_3;I_0;I_1;I_2;I_3
5.52772;0.58386;28828.83625;652225.91070;242809876.65662;20.50735;327.78292;0.01800;1094.94099;15.76951;30.55789;0.00297;183.34733;-4.73783;-297.22503;-0.01503;-911.59366;0.00000;0.00000;0.00000;0.00000
5.20483;1.09276;22781.73943;599441.41396;234314905.30206;18.76385;266.10977;0.01800;919.58639;16.24946;31.48793;0.00324;188.92758;-2.51439;-234.62184;-0.01476;-730.65881;0.00000;0.00000;0.00000;0.00000
4.87318;0.49349;40602.57042;633496.15960;247540826.62482;20.08712;437.07461;0.01800;1421.24217;13.84743;26.83331;0.00220;160.99988;-6.23969;-410.24130;-0.01580;-1260.24229;0.00000;0.00000;0.00000;0.00000
4.50166;0.41893;23627.98385;663312.66041;260598546.45979;20.71888;274.96671;0.01800;976.24730;12.69646;24.60299;0.00266;147.61793;-8.02241;-250.36372;-0.01534;-828.62937;0.00000;0.00000;0.00000;0.00000
5.31777;1.68803;35093.74662;584918.42153;240423539.91359;18.52318;387.71223;0.01800;1262.29204;18.07685;35.02901;0.00275;210.17408;-0.44633;-352.68321;-0.01525;-1052.11796;0.00000;0.00000;0.00000;0.00000
5.00213;0.37612;22704.63404;601006.82231;230443499.85325;18.80925;265.29911;0.01800;912.53373;13.87735;26.89129;0.00300;161.34772;-4.93190;-238.40783;-0.01500;-751.18601;0.00000;0.00000;0.00000;0.00000
4.26035;0.69315;33984.26498;604945.70518;248811526.98532;19.13140;377.39312;0.01800;1242.85076;12.78136;24.76749;0.00214;148.60497;-6.35005;-352.62562;-0.01586;-1094.24579;0.00000;0.00000;0.00000;0.00000
4.31255;0.84145;35106.22270;579512.95826;257672339.57497;18.35551;387.82755;0.01800;1284.70985;13.29872;25.77004;0.00215;154.62021;-5.05679;-362.05751;-0.01585;-1130.08964;0.00000;0.00000;0.00000;0.00000
5.58662;0.74716;20271.62280;618420.49940;246610278.67972;19.25958;239.40536;0.01800;867.04930;16.34286;31.66892;0.00361;190.01349;-2.91672;-207.73644;-0.01439;-677.03580;0.00000;0.00000;0.00000;0.00000
5.00984;0.82025;27344.37055;626627.61795;246786672.80523;19.69554;312.99134;0.01800;1059.65382;15.04320;29.15045;0.00281;174.90269;-4.65235;-283.84089;-0.01519;-884.75113;0.00000;0.00000;0.00000;0.00000
4.75546;0.64983;26594.44226;621886.99828;247644040.55181;19.53550;305.43273;0.01800;1040.35320;13.94710;27.02645;0.00268;162.15873;-5.58840;-278.40627;-0.01532;-878.19448;0.00000;0.00000;0.00000;0.00000
4.37768;0.77869;29099.85690;590216.38984;257760359.45333;18.61005;330.45898;0.01800;1121.44937;13.30480;25.78181;0.00239;154.69085;-5.30525;-304.67717;-0.01561;-966.75851;0.00000;0.00000;0.00000;0.00000
5.02341;0.45096;22307.12774;615723.41123;253491718.32635;19.24340;261.11018;0.01800;931.22327;14.12533;27.37182;0.00305;164.23095;-5.11807;-233.73835;-0.01495;-766.99233;0.00000;0.00000;0.00000;0.00000
5.15813;0.87904;28893.04612;692434.22296;245574034.18810;21.73636;328.41761;0.01800;1100.22562;15.57754;30.18588;0.00282;181.11528;-6.15882;-298.23173;-0.01518;-919.11034;0.00000;0.00000;0.00000;0.00000
5.02560;0.79350;40756.84711;647578.43223;249058638.14804;20.52661;438.41211;0.01800;1427.38130;15.01486;29.09554;0.00231;174.57323;-5.51175;-409.31657;-0.01569;-1252.80807;0.00000;0.00000;0.00000;0.00000
3.91757;0.45375;34540.58324;621359.57469;234051994.21297;19.64605;382.58316;0.01800;1239.09042;11.27917;21.85657;0.00193;131.13944;-8.36688;-360.72659;-0.01607;-1107.95098;0.00000;0.00000;0.00000;0.00000
4.85687;0.51014;32256.98413;571086.54668;230906327.29314;18.06270;361.07607;0.01800;1172.95007;13.84832;26.83503;0.00247;161.01017;-4.21438;-334.24104;-0.01553;-1011.93990;0.00000;0.00000;0.00000;0.00000
4.84211;0.69839;28643.84925;602926.29248;238295946.21177;18.99327;325.95202;0.01800;1084.13151;14.29596;27.70247;0.00264;166.21482;-4.69731;-298.24955;-0.01536;-917.91669;0.00000;0.00000;0.00000;0.00000
4.94382;0.51328;28970.29491;627384.29394;243127293.69848;19.74930;329.18063;0.01800;1099.19496;14.08079;27.28550;0.00265;163.71302;-5.66852;-301.89512;-0.01535;-935.48194;0.00000;0.00000;0.00000;0.00000
4.23015;0.99302;29613.96686;625805.52606;232075452.36210;19.71204;335.51455;0.01800;1102.55648;13.47718;26.11585;0.00233;156.69509;-6.23486;-309.39870;-0.01567;-945.86139;0.00000;0.00000;0.00000;0.00000
4.67389;0.45937;26810.56869;578378.59830;237695846.75234;18.20849;307.61702;0.01800;1033.49815;13.24519;25.66630;0.00260;153.99781;-4.96330;-281.95072;-0.01540;-879.50034;0.00000;0.00000;0.00000;0.00000
4.33415;0.90714;31528.02275;609317.69653;231685909.44130;19.23442;354.09776;0.01800;1154.12018;13.52395;26.20648;0.00229;157.23886;-5.71047;-327.89129;-0.01571;-996.88132;0.00000;0.00000;0.00000;0.00000
3.94902;0.39625;30382.45505;592807.83422;253572517.38012;18.70909;343.02092;0.01800;1150.97560;11.21197;21.72636;0.00206;130.35814;-7.49712;-321.29456;-0.01594;-1020.61746;0.00000;0.00000;0.00000;0.00000
5.33398;1.25027;35156.65278;595074.16771;248517245.23104;18.83895;388.29352;0.01800;1274.36303;16.98912;32.92123;0.00269;197.52739;-1.84982;-355.37228;-0.01531;-1076.83564;0.00000;0.00000;0.00000;0.00000
4.60589;0.49958;32639.19559;619230.55919;247026985.50568;19.55566;364.71312;0.01800;1203.98066;13.17348;25.52734;0.00233;153.16402;-6.38218;-339.18578;-0.01567;-1050.81665;0.00000;0.00000;0.00000;0.00000
5.14667;0.68228;25616.52987;621565.17642;235322094.43130;19.50465;295.48937;0.01800;997.98189;15.04024;29.14473;0.00296;174.86837;-4.46441;-266.34465;-0.01504;-823.11353;0.00000;0.00000;0.00000;0.00000
5.77013;1.32481;26454.66156;649017.58484;232357897.41945;20.35948;304.01747;0.01800;1016.98490;18.30685;35.47470;0.00335;212.84819;-2.05264;-268.54277;-0.01465;-804.13671;0.00000;0.00000;0.00000;0.00000
4.08150;1.09052;24742.76262;576125.07271;242903809.98596;18.10015;286.52179;0.01800;983.92002;13.34522;25.86014;0.00248;155.16085;-4.75492;-260.66164;-0.01552;-828.75917;0.00000;0.00000;0.00000;0.00000
5.04416;0.85579;30044.45653;595229.24547;226614286.75989;18.77873;339.72693;0.01800;1107.27550;15.22346;29.49976;0.00270;176.99853;-3.55527;-310.22717;-0.01530;-930.27697;0.00000;0.00000;0.00000;0.00000
5.11303;1.31083;31081.12691;616451.37771;256182863.02879;19.44775;349.79264;0.01800;1173.32072;16.57531;32.11935;0.00276;192.71609;-2.87244;-317.67329;-0.01524;-980.60462;0.00000;0.00000;0.00000;0.00000
4.15745;0.49377;16719.57758;604002.03547;229661413.23435;18.68185;200.50920;0.01800;748.73912;12.00138;23.25607;0.00294;139.53640;-6.68047;-177.25313;-0.01506;-609.20272;0.00000;0.00000;0.00000;0.00000
4.95164;0.90594;27948.27090;605177.64985;240869650.31867;19.05032;319.03609;0.01800;1068.50612;15.11413;29.28790;0.00276;175.72740;-3.93620;-289.74819;-0.01524;-892.77872;0.00000;0.00000;0.00000;0.00000
3.96732;1.20832;16281.52655;643465.54215;243911155.12888;19.81961;195.62253;0.01800;755.06380;13.35454;25.87820;0.00300;155.26917;-6.46507;-169.74433;-0.01500;-599.79463;0.00000;0.00000;0.00000;0.00000
5.63974;0.78100;35141.00707;643259.30910;242915815.40230;20.33077;388.14898;0.01800;1266.76764;16.56724;32.10371;0.00277;192.62228;-3.76353;-356.04526;-0.01523;-1074.14535;0.00000;0.00000;0.00000;0.00000
3.76131;1.29439;28356.74704;571453.03438;237494001.18349;18.02124;323.10348;0.01800;1075.29584;13.04508;25.27854;0.00218;151.67124;-4.97616;-297.82494;-0.01582;-923.62460;0.00000;0.00000;0.00000;0.00000
4.86838;0.63294;31085.01714;645453.33879;233392338.76854;20.33993;349.83021;0.01800;1144.25466;14.19489;27.50662;0.00254;165.03972;-6.14503;-322.32359;-0.01546;-979.21494;0.00000;0.00000;0.00000;0.00000
5.36486;0.65430;26356.13543;635122.57830;240042822.55441;19.93409;303.01870;0.01800;1024.14170;15.53104;30.09579;0.00303;180.57472;-4.40305;-272.92291;-0.01497;-843.56697;0.00000;0.00000;0.00000;0.00000
5.29055;0.72699;30615.90345;621986.87467;267177592.70823;19.61101;345.28915;0.01800;1174.73989;15.52687;30.08770;0.00278;180.52619;-4.08414;-315.20145;-0.01522;-994.21371;0.00000;0.00000;0.00000;0.00000
4.44755;1.03443;26524.31645;586530.46578;263031821.72755;18.45311;304.72296;0.01800;1058.14214;14.14499;27.40992;0.00258;164.45954;-4.30812;-277.31304;-0.01542;-893.68260;0.00000;0.00000;0.00000;0.00000
6.17617;0.54740;35673.14741;614139.49438;242107462.24072;19.43578;393.05083;0.01800;1280.20716;17.34862;33.61785;0.00297;201.70709;-2.08717;-359.43299;-0.01503;-1078.50007;0.00000;0.00000;0.00000;0.00000
5.28421;0.61493;25412.57337;588964.43502;240035077.77112;18.50594;293.40316;0.01800;998.46690;15.22138;29.49573;0.00303;176.97436;-3.28457;-263.90744;-0.01497;-821.49254;0.00000;0.00000;0.00000;0.00000
5.52302;0.81911;35325.43004;622148.02745;245944558.32280;19.67988;389.85110;0.01800;1275.66073;16.36439;31.71063;0.00271;190.26377;-3.31549;-358.14047;-0.01529;-1085.39696;0.00000;0.00000;0.00000;0.00000
4.78920;0.83571;27133.67491;629526.95193;233329156.66153;19.77987;310.87355;0.01800;1036.69728;14.51377;28.12454;0.00271;168.74721;-5.26610;-282.74902;-0.01529;-867.95007;0.00000;0.00000;0.00000;0.00000
4.47839;0.63365;27121.22535;572054.93074;242074363.43665;18.01983;310.74828;0.01800;1047.55251;13.19045;25.56022;0.00251;153.36135;-4.82938;-285.18805;-0.01549;-894.19117;0.00000;0.00000;0.00000;0.00000
5.48576;0.69022;30410.30525;620712.93515;238136971.53727;19.56860;343.29181;0.01800;1131.97563;15.93569;30.87990;0.00289;185.27940;-3.63291;-312.41191;-0.01511;-946.69623;0.00000;0.00000;0.00000;0.00000
5.37192;0.91119;39941.46985;596723.12131;240335723.10880;18.93610;431.31551;0.01800;1394.03771;16.21211;31.41554;0.00250;188.49323;-2.72399;-399.89997;-0.01550;-1205.54447;0.00000;0.00000;0.00000;0.00000
3.76403;0.45478;36656.54120;637169.51324;234766610.68408;20.16060;402.03283;0.01800;1297.55918;10.88565;21.09403;0.00180;126.56420;-9.27494;-380.93880;-0.01620;-1170.99498;0.00000;0.00000;0.00000;0.00000
3.73174;1.29713;24431.43631;646966.97721;245046015.40625;20.24737;283.30764;0.01800;978.19397;12.97582;25.14432;0.00233;150.86592;-7.27155;-258.16332;-0.01567;-827.32804;0.00000;0.00000;0.00000;0.00000
4.73637;0.71542;27449.98158;602828.65307;246118699.93502;18.96935;314.05116;0.01800;1061.67143;14.06708;27.25894;0.00264;163.55366;-4.90227;-286.79222;-0.01536;-898.11778;0.00000;0.00000;0.00000;0.00000
5.11008;1.35639;20327.04514;591516.40873;239223322.94077;18.45326;240.00198;0.01800;859.10148;16.68523;32.33236;0.00342;193.99413;-1.76802;-207.66962;-0.01458;-665.10735;0.00000;0.00000;0.00000;0.00000
4.98931;1.07378;34292.01011;609789.01132;242345342.27511;19.28500;380.26809;0.01800;1242.94471;15.64440;30.31545;0.00254;181.89272;-3.64060;-349.95264;-0.01546;-1061.05200;0.00000;0.00000;0.00000;0.00000
4.54295;0.58696;28066.75509;652366.31849;257893975.42584;20.49644;320.21766;0.01800;1093.52003;13.23655;25.64957;0.00249;153.89739;-7.25989;-294.56809;-0.01551;-939.62264;0.00000;0.00000;0.00000;0.00000
4.52344;0.54828;30560.47961;601061.49756;227548872.80395;18.96601;344.75115;0.01800;1122.50760;13.08640;25.35861;0.00237;152.15165;-5.87960;-319.39254;-0.01563;-970.35596;0.00000;0.00000;0.00000;0.00000
4.93415;1.34603;37663.65794;610544.56275;264318394.98042;19.34529;411.12846;0.01800;1362.77904;16.20458;31.40095;0.00243;188.40568;-3.14071;-379.72751;-0.01557;-1174.37336;0.00000;0.00000;0.00000;0.00000
4.41844;0.67319;27493.66955;636647.18293;252566672.31200;20.00467;314.48924;0.01800;1071.11315;13.13775;25.45811;0.00246;152.74869;-6.86692;-289.03112;-0.01554;-918.36446;0.00000;0.00000;0.00000;0.00000
4.88136;0.83148;30315.76497;613921.09385;243498594.60538;19.35821;342.37191;0.01800;1136.26701;14.74066;28.56420;0.00261;171.38522;-4.61755;-313.80771;-0.01539;-964.88179;0.00000;0.00000;0.00000;0.00000
5.05461;0.72540;32263.42260;614660.61233;240127408.43267;19.40949;361.13746;0.01800;1184.92818;14.91397;28.90004;0.00260;173.40024;-4.49552;-332.23742;-0.01540;-1011.52794;0.00000;0.00000;0.00000;0.00000
3.59004;0.95858;28002.22828;636988.72776;246287335.00057;20.02527;319.57435;0.01800;1076.90840;11.73667;22.74311;0.00205;136.45869;-8.28860;-296.83124;-0.01595;-940.44971;0.00000;0.00000;0.00000;0.00000
4.57497;0.70530;40186.39148;620877.85468;259243054.78812;19.69060;433.45436;0.01800;1424.90096;13.62451;26.40133;0.00211;158.40801;-6.06610;-407.05302;-0.01589;-1266.49295;0.00000;0.00000;0.00000;0.00000
4.18304;0.86578;29718.54677;574049.23240;238096831.32575;18.12131;336.53963;0.01800;1113.10842;13.02732;25.24412;0.00228;151.46473;-5.09399;-311.29551;-0.01572;-961.64369;0.00000;0.00000;0.00000;0.00000
4.90951;0.74631;34791.75623;588888.27206;240954901.59801;18.64312;384.91600;0.01800;1254.75804;14.59353;28.27908;0.00243;169.67450;-4.04959;-356.63692;-0.01557;-1085.08355;0.00000;0.00000;0.00000;0.00000
4.56237;1.28777;24240.66672;632164.46600;239541361.21829;19.79376;281.33320;0.01800;965.95908;15.09493;29.25069;0.00281;175.50416;-4.69883;-252.08250;-0.01519;-790.45492;0.00000;0.00000;0.00000;0.00000
4.61275;0.86374;26440.06263;636517.59951;232673656.84195;19.97845;303.86954;0.01800;1016.99198;14.13083;27.38248;0.00265;164.29489;-5.84762;-276.48706;-0.01535;-852.69709;0.00000;0.00000;0.00000;0.00000
5.80298;0.70787;31389.48505;580974.91841;245327429.08867;18.35773;352.76537;0.01800;1167.81310;16.79973;32.55423;0.00300;195.32539;-1.55800;-320.21114;-0.01500;-972.48771;0.00000;0.00000;0.00000;0.00000
4.30113;0.66079;24377.85881;633063.91777;246525875.49593;19.82456;282.75350;0.01800;978.63088;12.80307;24.80957;0.00255;148.85745;-7.02149;-257.94392;-0.01545;-829.77343;0.00000;0.00000;0.00000;0.00000
4.07817;0.34891;30207.00105;573997.45030;240014906.19777;18.12652;341.31248;0.01800;1128.84951;11.42305;22.13539;0.00213;132.81235;-6.70346;-319.17709;-0.01587;-996.03715;0.00000;0.00000;0.00000;0.00000
6.27477;0.89821;38614.58003;634094.88213;253610282.12288;20.08642;419.62084;0.01800;1374.93774;18.50821;35.86488;0.00294;215.18930;-1.57821;-383.75596;-0.01506;-1159.74844;0.00000;0.00000;0.00000;0.00000
4.50803;0.17996;26848.39099;602538.66118;245003795.15854;18.94923;307.99878;0.01800;1043.88109;12.09628;23.43997;0.00246;140.63982;-6.85295;-284.55881;-0.01554;-903.24127;0.00000;0.00000;0.00000;0.00000
5.39523;0.47399;19976.85458;592822.48049;237653818.80421;18.48106;236.22690;0.01800;847.56733;15.14418;29.34613;0.00346;176.07678;-3.33688;-206.88077;-0.01454;-671.49055;0.00000;0.00000;0.00000;0.00000
4.79543;0.91739;29359.77004;615940.95046;240757956.69151;19.40489;333.01827;0.01800;1106.75593;14.74062;28.56412;0.00262;171.38471;-4.66427;-304.45415;-0.01538;-935.37122;0.00000;0.00000;0.00000;0.00000
5.44501;1.55884;25531.50287;629299.38324;237728571.71866;19.73819;294.62018;0.01800;998.74945;18.07181;35.01925;0.00327;210.11549;-1.66638;-259.60093;-0.01473;-788.63396;0.00000;0.00000;0.00000;0.00000
3.62715;1.43897;27775.64692;592865.44243;251323708.32461;18.66969;317.31203;0.01800;1077.19194;13.07197;25.33063;0.00215;151.98379;-5.59772;-291.98140;-0.01585;-925.20815;0.00000;0.00000;0.00000;0.00000
4.84680;0.91911;36273.75034;607415.13609;234159509.02095;19.23381;398.54837;0.01800;1286.37018;14.87759;28.82954;0.00238;172.97723;-4.35622;-369.71883;-0.01562;-1113.39295;0.00000;0.00000;0.00000;0.00000
4.27484;0.79407;36799.23046;628221.80446;261615152.91599;19.88488;403.32785;0.01800;1335.80646;13.07915;25.34455;0.00208;152.06728;-6.80573;-377.98330;-0.01592;-1183.73918;0.00000;0.00000;0.00000;0.00000
4.12799;0.43530;29519.49299;603208.28600;232177234.06691;19.01622;334.58757;0.01800;1100.11707;11.77451;22.81644;0.00219;136.89862;-7.24171;-311.77113;-0.01581;-963.21844;0.00000;0.00000;0.00000;0.00000
5.66871;0.30848;35703.30319;583089.10505;233885082.56561;18.47267;393.32775;0.01800;1270.50275;15.42275;29.88593;0.00270;179.31561;-3.04993;-363.44181;-0.01530;-1091.18714;0.00000;0.00000;0.00000;0.00000
5.46150;1.38384;37396.93869;626629.39907;241670171.45607;19.84197;408.72977;0.01800;1326.53455;17.66281;34.22670;0.00269;205.36019;-2.17916;-374.50308;-0.01531;-1121.17436;0.00000;0.00000;0.00000;0.00000
4.61995;0.93628;35026.02551;615423.72753;247782590.68964;19.46814;387.08599;0.01800;1269.86961;14.33655;27.78113;0.00232;166.68677;-5.13159;-359.30486;-0.01568;-1103.18284;0.00000;0.00000;0.00000;0.00000
4.54944;0.36073;26493.04074;587997.93045;252391477.22699;18.49746;304.40625;0.01800;1043.67180;12.66956;24.55085;0.00253;147.30508;-5.82791;-279.85540;-0.01547;-896.36672;0.00000;0.00000;0.00000;0.00000
4.57953;0.50462;26444.11700;630306.41546;252085152.47743;19.78920;303.91062;0.01800;1041.94898;13.11847;25.42075;0.00257;152.52448;-6.67073;-278.48988;-0.01543;-889.42450;0.00000;0.00000;0.00000;0.00000
5.18967;0.73969;25182.58329;607882.91763;240071184.63872;19.07819;291.04553;0.01800;992.25738;15.29934;29.64680;0.00302;177.88079;-3.77885;-261.39874;-0.01498;-814.37659;0.00000;0.00000;0.00000;0.00000
5.11543;0.90183;33386.94282;604045.58927;246300911.17458;19.09626;371.78511;0.01800;1223.39001;15.52615;30.08630;0.00261;180.51779;-3.57011;-341.69881;-0.01539;-1042.87222;0.00000;0.00000;0.00000;0.00000
4.67152;1.21353;32616.47904;558388.55323;260414302.15686;17.67345;364.49737;0.01800;1220.49854;15.18501;29.42524;0.00247;176.55147;-2.48845;-335.07213;-0.01553;-1043.94707;0.00000;0.00000;0.00000;0.00000
4.70081;0.75537;32310.16653;623294.62269;244870798.62450;19.67647;361.58304;0.01800;1192.27115;14.07841;27.28090;0.00242;163.68539;-5.59806;-334.30214;-0.01558;-1028.58576;0.00000;0.00000;0.00000;0.00000
4.45866;0.67785;34153.68589;639060.20403;239094213.18362;20.18821;378.97706;0.01800;1235.02085;13.25356;25.68251;0.00223;154.09508;-6.93465;-353.29455;-0.01577;-1080.92577;0.00000;0.00000;0.00000;0.00000
4.84420;0.56246;26592.82968;605315.10832;246659637.93172;19.02920;305.41641;0.01800;1039.04930;13.95063;27.03330;0.00272;162.19978;-5.07857;-278.38311;-0.01528;-876.84952;0.00000;0.00000;0.00000;0.00000
4.53121;0.91567;34365.99131;609499.51784;226397472.70668;19.27692;380.95777;0.01800;1224.54373;14.05441;27.23439;0.00229;163.40635;-5.22252;-353.72338;-0.01571;-1061.13738;0.00000;0.00000;0.00000;0.00000
4.56644;0.42178;22441.44767;623421.98582;233989912.81396;19.47981;262.52746;0.01800;909.91447;12.87096;24.94113;0.00277;149.64676;-6.60884;-237.58634;-0.01523;-760.26771;0.00000;0.00000;0.00000;0.00000
4.95953;1.00111;31201.32811;617676.22671;248785433.24964;19.48726;350.95260;0.01800;1167.12148;15.38004;29.80318;0.00263;178.81907;-4.10722;-321.14943;-0.01537;-988.30241;0.00000;0.00000;0.00000;0.00000
4.01883;0.75033;31936.80789;620346.68782;233443085.96347;19.58027;358.01777;0.01800;1167.48832;12.30572;23.84582;0.00210;143.07491;-7.27455;-334.17195;-0.01590;-1024.41342;0.00000;0.00000;0.00000;0.00000
